Pclass,Sex,Embarked,SibSp,Parch,Fare,Title,Ticket,Family_survival,Family_size,Cabin,Age
3,0,0,1,0,7.25,0.0,5,0.5,2,8,22.0
1,1,1,1,0,71.2833,2.0,17599,0.5,2,2,38.0
3,1,0,0,0,7.925,1.0,2,0.5,1,8,26.0
1,1,0,1,0,53.1,2.0,113803,1.0,2,2,35.0
3,0,0,0,0,8.05,0.0,373450,0.5,1,8,35.0
3,0,2,0,0,8.4583,0.0,330877,0.5,1,8,28.09219023564532
1,0,0,0,0,51.8625,0.0,17463,0.5,1,4,54.0
3,0,0,3,1,21.075,3.0,349909,1.0,5,8,2.0
3,1,0,0,2,11.1333,2.0,347742,0.0,3,8,27.0
2,1,1,1,0,30.0708,2.0,237736,1.0,2,8,14.0
3,1,0,1,1,16.7,1.0,9549,0.0,3,6,4.0
1,1,0,0,0,26.55,1.0,113783,0.5,1,2,58.0
3,0,0,0,0,8.05,0.0,5,0.5,1,8,20.0
3,0,0,1,5,31.275,0.0,347082,1.0,7,8,39.0
3,1,0,0,0,7.8542,1.0,350406,0.5,1,8,14.0
2,1,0,0,0,16.0,2.0,248706,0.5,1,8,55.0
3,0,2,4,1,29.125,3.0,382652,1.0,6,8,2.0
2,0,0,0,0,13.0,0.0,244373,0.5,1,8,34.893163661247634
3,1,0,1,0,18.0,2.0,345763,1.0,2,8,31.0
3,1,1,0,0,7.225,2.0,2649,0.5,1,8,24.58182267195886
2,0,0,0,0,26.0,0.0,239865,1.0,1,8,35.0
2,0,0,0,0,13.0,0.0,248698,0.5,1,3,34.0
3,1,2,0,0,8.0292,1.0,330923,0.5,1,8,15.0
1,0,0,0,0,35.5,0.0,113788,0.5,1,0,28.0
3,1,0,3,1,21.075,1.0,349909,1.0,5,8,8.0
3,1,0,1,5,31.3875,2.0,347077,1.0,7,8,38.0
3,0,1,0,0,7.225,0.0,2631,0.5,1,8,28.276400184478558
1,0,0,3,2,263.0,0.0,19950,1.0,6,2,19.0
3,1,2,0,0,7.8792,1.0,330959,0.5,1,8,25.037832786758052
3,0,0,0,0,7.8958,0.0,349216,0.5,1,8,28.616925736426147
1,0,1,0,0,27.7208,4.0,17601,0.5,1,8,40.0
1,1,1,1,0,146.5208,2.0,17569,0.0,2,1,32.66711819454081
3,1,2,0,0,7.75,1.0,335677,0.5,1,8,25.041152281560326
2,0,0,0,0,10.5,0.0,24579,0.5,1,8,66.0
1,0,1,1,0,82.1708,0.0,17604,0.0,2,8,28.0
1,0,0,1,0,52.0,0.0,113789,0.0,2,8,42.0
3,0,1,0,0,7.2292,0.0,2677,0.5,1,8,28.27634724625608
3,0,0,0,0,8.05,0.0,5,0.5,1,8,21.0
3,1,0,2,0,18.0,1.0,345764,1.0,3,8,18.0
3,1,1,1,0,11.2417,1.0,2651,0.0,2,8,14.0
3,1,0,1,0,9.475,2.0,7546,0.5,2,8,40.0
2,1,0,1,0,21.0,2.0,11668,1.0,2,8,27.0
3,0,1,0,0,7.8958,0.0,349253,0.5,1,8,28.361490709286663
2,1,1,1,2,41.5792,1.0,2123,1.0,4,8,3.0
3,1,2,0,0,7.8792,1.0,330958,0.5,1,8,19.0
3,0,0,0,0,8.05,0.0,4,0.5,1,8,28.518231170631875
3,0,2,1,0,15.5,0.0,370371,0.5,2,8,24.46350051742348
3,1,2,0,0,7.75,1.0,14311,0.5,1,8,24.952544705467407
3,0,1,2,0,21.6792,0.0,2662,0.5,3,8,20.991457156739564
3,1,0,1,0,17.8,2.0,349237,1.0,2,8,18.0
3,0,0,4,1,39.6875,3.0,3101295,1.0,6,8,7.0
3,0,0,0,0,7.8,0.0,4,0.5,1,8,21.0
1,1,1,1,0,76.7292,2.0,17572,0.0,2,3,49.0
2,1,0,1,0,26.0,2.0,2926,0.5,2,8,29.0
1,0,1,0,1,61.9792,0.0,113509,0.5,2,1,65.0
1,0,0,0,0,35.5,0.0,19947,0.5,1,2,42.04528226055393
2,1,0,0,0,10.5,1.0,31026,0.5,1,8,21.0
3,0,1,0,0,7.2292,0.0,2697,0.5,1,8,28.5
2,1,0,1,2,27.75,1.0,34651,1.0,4,8,5.0
3,0,0,5,2,46.9,3.0,2144,1.0,8,8,11.0
3,0,1,0,0,7.2292,0.0,2669,0.5,1,8,22.0
1,1,0,0,0,80.0,1.0,113572,0.0,1,1,38.0
1,0,0,1,0,83.475,0.0,36973,0.0,2,2,45.0
3,0,0,3,2,27.9,3.0,347088,1.0,6,8,4.0
1,0,1,0,0,27.7208,0.0,17605,0.5,1,8,40.73008781206126
3,0,1,1,1,15.2458,3.0,2661,0.0,3,8,21.48977280305489
2,1,0,0,0,10.5,2.0,29395,0.5,1,5,29.0
3,0,0,0,0,8.1583,0.0,3464,0.5,1,8,19.0
3,1,0,4,2,7.925,1.0,3101281,0.5,7,8,17.0
3,0,0,2,0,8.6625,0.0,315151,0.5,3,8,26.0
2,0,0,0,0,10.5,0.0,33111,0.5,1,8,32.0
3,1,0,5,2,46.9,1.0,2144,1.0,8,8,16.0
2,0,0,0,0,73.5,0.0,14879,1.0,1,8,21.0
3,0,1,1,0,14.4542,0.0,2680,0.5,2,8,26.0
3,0,0,0,0,56.4958,0.0,1601,1.0,1,8,32.0
3,0,0,0,0,7.65,0.0,348123,0.5,1,5,25.0
3,0,0,0,0,7.8958,0.0,349208,0.5,1,8,28.61692353065264
3,0,0,0,0,8.05,0.0,374746,0.5,1,8,28.621555667561267
2,0,0,0,2,29.0,3.0,248738,0.0,3,8,0.83
3,1,0,0,0,12.475,1.0,364516,0.0,1,8,30.0
3,0,0,0,0,9.0,0.0,345767,0.5,1,8,22.0
3,0,0,0,0,9.5,0.0,345779,0.5,1,8,29.0
3,1,2,0,0,7.7875,1.0,330932,0.5,1,8,25.03925807661221
1,0,0,0,0,47.1,0.0,113059,0.5,1,8,28.0
2,1,0,0,0,10.5,1.0,14885,0.5,1,8,17.0
3,1,0,3,0,15.85,2.0,3101278,1.0,4,8,33.0
3,0,0,1,3,34.375,0.0,6608,1.0,5,8,16.0
3,0,0,0,0,8.05,0.0,392086,0.5,1,8,28.626336681636968
1,1,0,3,2,263.0,1.0,19950,1.0,6,2,23.0
3,0,0,0,0,8.05,0.0,343275,0.5,1,8,24.0
3,0,0,0,0,8.05,0.0,343276,0.5,1,8,29.0
3,0,0,0,0,7.8542,0.0,347466,0.5,1,8,20.0
1,0,0,1,0,61.175,0.0,5734,0.5,2,4,46.0
3,0,0,1,2,20.575,0.0,2315,0.0,4,8,26.0
3,0,0,0,0,7.25,0.0,364500,0.5,1,8,59.0
3,0,0,0,0,8.05,0.0,374910,0.5,1,8,28.621600885918156
1,0,1,0,0,34.6542,0.0,17754,0.5,1,0,71.0
1,0,1,0,1,63.3583,0.0,17759,0.5,2,3,23.0
2,1,0,0,1,23.0,2.0,231919,0.0,2,8,34.0
2,0,0,1,0,26.0,0.0,244367,0.0,2,8,34.0
3,1,0,0,0,7.8958,1.0,349245,0.5,1,8,28.0
3,0,0,0,0,7.8958,0.0,349215,1.0,1,8,28.977016749239354
1,0,0,0,1,77.2875,0.0,35281,1.0,2,3,21.0
3,0,0,0,0,8.6542,0.0,7540,0.5,1,8,33.0
3,0,0,2,0,7.925,0.0,3101276,1.0,3,8,37.0
3,0,0,0,0,7.8958,0.0,349207,0.5,1,8,28.0
3,1,0,0,0,7.65,1.0,343120,0.5,1,8,21.0
3,0,0,0,0,7.775,0.0,312991,0.5,1,8,28.608825115302707
3,0,0,0,0,7.8958,0.0,349249,0.5,1,8,38.0
3,1,2,1,0,24.15,1.0,371110,1.0,2,8,21.625218685119854
1,0,0,0,0,52.0,0.0,110465,1.0,1,2,47.0
3,1,1,1,0,14.4542,1.0,2665,1.0,2,8,14.5
3,0,0,0,0,8.05,0.0,324669,0.5,1,8,22.0
3,1,0,1,0,9.825,1.0,4136,1.0,2,8,20.0
3,1,1,0,0,14.4583,1.0,2627,1.0,1,8,17.0
3,0,0,0,0,7.925,0.0,2,0.5,1,8,21.0
3,0,2,0,0,7.75,0.0,370369,0.5,1,8,70.5
2,0,0,1,0,21.0,0.0,11668,1.0,2,8,29.0
1,0,1,0,1,247.5208,0.0,17558,0.0,2,1,24.0
3,1,0,4,2,31.275,1.0,347082,1.0,7,8,2.0
2,0,0,2,0,73.5,0.0,14879,1.0,3,8,21.0
3,0,0,0,0,8.05,0.0,4,0.5,1,8,28.518231170631875
2,0,1,1,0,30.0708,0.0,237736,0.0,2,8,32.5
2,1,0,0,0,13.0,1.0,27267,0.5,1,4,32.5
1,0,0,0,1,77.2875,0.0,35281,1.0,2,3,54.0
3,0,1,1,0,11.2417,3.0,2651,0.0,2,8,12.0
3,0,2,0,0,7.75,0.0,370372,0.5,1,8,28.11414644750837
3,0,0,0,0,7.1417,0.0,17369,0.5,1,8,24.0
3,1,1,1,1,22.3583,1.0,2668,0.0,3,5,20.799006826010476
3,0,0,0,0,6.975,0.0,347061,0.5,1,8,45.0
3,0,1,0,0,7.8958,0.0,349241,0.5,1,8,33.0
3,0,0,0,0,7.05,0.0,3101307,0.5,1,8,20.0
3,1,0,1,0,14.5,2.0,5,0.5,2,8,47.0
2,1,0,1,0,26.0,2.0,228414,0.5,2,8,29.0
2,0,0,0,0,13.0,0.0,29178,0.5,1,8,25.0
2,0,1,0,0,15.0458,0.0,2133,0.5,1,8,23.0
1,1,0,0,2,26.2833,1.0,11752,0.5,3,3,19.0
1,0,0,1,0,53.1,0.0,113803,0.0,2,2,37.0
3,0,0,0,0,9.2167,0.0,7534,1.0,1,8,16.0
1,0,1,0,0,79.2,0.0,17593,1.0,1,1,24.0
3,1,1,0,2,15.2458,2.0,2678,1.0,3,8,23.060195252179632
3,1,0,0,0,7.75,1.0,347081,0.5,1,8,22.0
3,1,0,1,0,15.85,2.0,2,1.0,2,8,24.0
3,0,2,0,0,6.75,0.0,365222,0.5,1,8,19.0
2,0,0,0,0,11.5,0.0,231945,0.5,1,8,18.0
2,0,0,1,1,36.75,0.0,33112,0.0,3,8,19.0
3,0,0,0,0,7.7958,0.0,350043,0.5,1,8,27.0
3,1,0,2,2,34.375,1.0,6608,1.0,5,8,9.0
2,0,0,0,2,26.0,0.0,230080,0.0,3,5,36.5
2,0,0,0,0,13.0,4.0,244310,0.5,1,8,42.0
2,0,0,0,0,12.525,4.0,1166,0.5,1,8,51.0
1,1,0,1,0,66.6,2.0,113776,1.0,2,2,22.0
3,0,0,0,0,8.05,0.0,5,0.5,1,8,55.5
3,0,0,0,2,14.5,0.0,5,0.5,3,8,40.5
3,0,0,0,0,7.3125,0.0,265302,0.5,1,8,28.6029023919971
1,0,1,0,1,61.3792,0.0,17597,0.5,2,8,51.0
3,1,2,0,0,7.7333,1.0,35851,0.5,1,8,16.0
3,0,0,0,0,8.05,0.0,392090,0.5,1,8,30.0
3,0,0,0,0,8.6625,0.0,315037,0.5,1,8,28.595522810835366
3,0,0,8,2,69.55,3.0,2343,1.0,11,8,0.0
3,0,0,0,1,16.1,0.0,371362,0.5,2,8,44.0
2,1,0,0,0,15.75,2.0,33595,0.5,1,8,40.0
3,0,0,0,0,7.775,0.0,347068,0.5,1,8,26.0
3,0,0,0,0,8.6625,0.0,315093,1.0,1,8,17.0
3,0,0,4,1,39.6875,3.0,3101295,1.0,6,8,1.0
3,0,0,0,2,20.525,3.0,363291,1.0,3,8,9.0
1,1,0,0,1,55.0,2.0,113505,0.0,2,4,36.43998036699978
3,1,0,1,4,27.9,2.0,347088,1.0,6,8,45.0
1,0,0,0,0,25.925,0.0,17318,0.5,1,8,41.01351175313317
3,0,0,0,0,56.4958,0.0,1601,1.0,1,8,28.0
1,0,0,0,0,33.5,0.0,111240,0.5,1,1,61.0
3,0,2,4,1,29.125,3.0,382652,1.0,6,8,4.0
3,1,0,1,1,11.1333,1.0,347742,0.0,3,8,1.0
3,0,0,0,0,7.925,0.0,2,0.5,1,8,21.0
1,0,1,0,0,30.6958,0.0,17764,0.5,1,0,56.0
3,0,0,1,1,7.8542,0.0,350404,0.5,3,8,18.0
3,0,0,3,1,25.4667,3.0,4133,1.0,5,8,15.246996600438223
1,1,1,0,0,28.7125,1.0,17595,0.5,1,2,50.0
2,0,0,0,0,13.0,0.0,250653,0.5,1,8,30.0
3,0,0,0,0,0.0,0.0,5,1.0,1,8,36.0
3,1,0,8,2,69.55,1.0,2343,1.0,11,8,0.0
2,0,1,0,0,15.05,0.0,2131,0.5,1,8,34.53889755649264
3,0,0,4,2,31.3875,3.0,347077,0.0,7,8,9.0
2,0,0,2,1,39.0,3.0,230136,0.0,4,5,1.0
3,1,0,0,2,22.025,1.0,315153,0.5,3,8,4.0
1,0,0,0,0,50.0,0.0,113767,0.5,1,0,42.23814927801608
3,1,2,1,0,15.5,2.0,370365,1.0,2,8,21.129007676118157
1,0,0,0,0,26.55,0.0,111428,0.5,1,8,45.0
3,0,2,1,1,15.5,0.0,364849,1.0,3,8,40.0
3,0,0,0,0,7.8958,0.0,349247,0.5,1,8,36.0
2,1,0,0,0,13.0,2.0,234604,0.5,1,8,32.0
2,0,0,0,0,13.0,0.0,28424,0.5,1,8,19.0
3,1,0,1,0,7.8542,1.0,350046,0.5,2,8,19.0
2,0,0,1,1,26.0,3.0,230080,1.0,3,5,3.0
1,1,1,0,0,27.7208,2.0,17610,0.5,1,1,44.0
1,1,1,0,0,146.5208,1.0,17569,0.0,1,1,58.0
3,0,2,0,0,7.75,0.0,368703,0.5,1,8,28.113686268010543
3,0,0,0,1,8.4042,0.0,4579,0.5,2,8,42.0
3,1,2,0,0,7.75,1.0,370370,0.5,1,8,25.050717894093673
2,1,0,0,0,13.0,1.0,248747,0.5,1,8,24.0
3,0,0,0,0,9.5,0.0,345770,0.5,1,8,28.0
3,0,0,8,2,69.55,0.0,2343,1.0,11,8,0.0
3,0,0,0,0,6.4958,0.0,3101264,0.5,1,8,34.0
3,0,1,0,0,7.225,0.0,2628,0.5,1,8,45.5
3,0,0,0,0,8.05,0.0,5,0.5,1,8,18.0
3,1,0,0,1,10.4625,1.0,347054,1.0,2,6,2.0
3,0,0,1,0,15.85,0.0,3101278,0.0,2,8,32.0
3,0,1,0,0,18.7875,0.0,2699,1.0,1,8,26.0
3,1,2,0,0,7.75,1.0,367231,0.5,1,8,16.0
1,0,1,0,0,31.0,0.0,112277,0.5,1,0,40.0
3,0,0,0,0,7.05,0.0,3101311,1.0,1,8,24.0
2,1,0,0,0,21.0,1.0,13528,0.5,1,8,35.0
3,0,0,0,0,7.25,0.0,5,0.5,1,8,22.0
2,0,0,0,0,13.0,0.0,250646,0.5,1,8,30.0
3,0,2,1,0,7.75,0.0,367229,0.5,2,8,24.58372134418628
1,1,1,1,0,113.275,1.0,35273,1.0,2,3,31.0
3,1,0,0,0,7.925,1.0,2,0.5,1,8,27.0
2,0,0,1,0,27.0,0.0,243847,0.0,2,8,42.0
1,1,1,0,0,76.2917,1.0,11813,0.5,1,3,32.0
2,0,0,0,0,10.5,0.0,14208,0.0,1,8,30.0
3,0,0,0,0,8.05,0.0,392089,0.5,1,8,16.0
2,0,0,0,0,13.0,0.0,220367,0.5,1,8,27.0
3,0,0,0,0,8.05,0.0,21440,0.5,1,8,51.0
3,0,0,0,0,7.8958,0.0,349234,0.5,1,8,28.61693069941654
1,0,0,1,0,90.0,0.0,19943,0.0,2,2,38.0
3,0,0,0,0,9.35,0.0,4348,0.5,1,8,22.0
2,0,0,0,0,10.5,0.0,751,0.5,1,8,19.0
3,0,0,0,0,7.25,0.0,5,0.5,1,8,20.5
2,0,0,0,0,13.0,0.0,236171,0.5,1,8,18.0
3,1,0,3,1,25.4667,1.0,4133,1.0,5,8,14.077032019083191
1,1,0,1,0,83.475,2.0,36973,1.0,2,2,35.0
3,0,0,0,0,7.775,0.0,347067,0.5,1,8,29.0
2,0,0,0,0,13.5,0.0,237442,0.5,1,8,59.0
3,1,0,4,2,31.3875,1.0,347077,1.0,7,8,5.0
2,0,0,0,0,10.5,0.0,29566,0.5,1,8,24.0
3,1,0,0,0,7.55,1.0,6609,0.5,1,8,25.464436384238287
2,0,0,1,0,26.0,0.0,26707,0.5,2,8,44.0
2,1,0,0,2,26.25,1.0,31921,1.0,3,8,8.0
2,0,0,0,0,10.5,0.0,28665,0.5,1,8,19.0
2,0,0,0,0,12.275,0.0,1585,0.5,1,8,33.0
3,1,1,1,0,14.4542,1.0,2665,1.0,2,8,21.930564247313796
3,1,2,1,0,15.5,1.0,367230,0.0,2,8,21.039115185094207
2,0,0,0,0,10.5,0.0,14263,0.5,1,8,29.0
3,0,0,0,0,7.125,0.0,2,0.5,1,8,22.0
3,0,1,0,0,7.225,0.0,2694,0.5,1,8,30.0
1,0,2,2,0,90.0,4.0,19928,0.0,3,2,44.0
3,1,0,0,0,7.775,1.0,347071,0.5,1,8,25.0
2,1,0,0,2,14.5,2.0,250649,0.0,3,8,24.0
1,0,0,1,1,52.5542,0.0,11751,0.0,3,3,37.0
2,0,0,1,0,26.0,4.0,244252,1.0,2,8,54.0
3,0,0,0,0,7.25,0.0,362316,0.5,1,8,28.630627765097355
3,1,0,1,1,10.4625,2.0,347054,1.0,3,6,29.0
1,0,0,0,0,26.55,0.0,113514,0.5,1,2,62.0
3,0,0,1,0,16.1,0.0,5,1.0,2,8,30.0
3,1,0,0,2,20.2125,2.0,370129,1.0,3,8,41.0
3,1,1,0,2,15.2458,2.0,2650,0.5,3,8,29.0
1,1,1,0,0,79.2,2.0,17585,0.5,1,8,36.231181200280375
1,1,0,0,0,86.5,1.0,110152,0.0,1,1,30.0
1,1,1,0,0,512.3292,1.0,17755,0.0,1,8,35.0
2,1,0,0,1,26.0,2.0,230433,0.0,2,8,50.0
3,0,2,0,0,7.75,0.0,384461,0.5,1,8,28.118031090375297
3,0,0,4,2,31.3875,3.0,347077,1.0,7,8,3.0
1,0,0,1,1,79.65,0.0,110413,0.0,3,4,52.0
1,0,0,0,0,0.0,0.0,112059,0.5,1,1,40.0
3,1,2,0,0,7.75,1.0,382649,0.5,1,8,25.054103480704715
2,0,0,0,0,10.5,0.0,17248,0.5,1,8,36.0
3,0,0,4,1,39.6875,0.0,3101295,1.0,6,8,16.0
3,0,0,1,0,7.775,0.0,347083,0.5,2,8,25.0
1,1,0,0,1,153.4625,2.0,17582,1.0,2,2,58.0
1,1,0,0,0,135.6333,1.0,17760,1.0,1,2,35.0
1,0,0,0,0,31.0,0.0,113798,0.0,1,8,40.6007295437518
3,0,0,0,0,0.0,0.0,5,1.0,1,8,25.0
2,1,0,0,1,19.5,2.0,250644,0.0,2,8,41.0
1,0,1,0,1,29.7,0.0,17596,0.5,2,2,37.0
3,1,2,0,0,7.75,1.0,370375,0.5,1,8,25.050719272702114
1,1,0,1,0,77.9583,1.0,13502,0.0,2,3,63.0
3,1,0,0,0,7.75,1.0,347073,0.5,1,8,45.0
2,0,0,0,0,0.0,0.0,239853,1.0,1,8,35.455122607234884
3,0,2,4,1,29.125,3.0,382652,1.0,6,8,7.0
3,1,0,1,1,20.25,2.0,2673,1.0,3,8,35.0
3,0,2,0,0,7.75,0.0,336439,0.5,1,8,65.0
3,0,0,0,0,7.8542,0.0,347464,1.0,1,8,28.0
3,0,0,0,0,9.5,0.0,345778,0.5,1,8,16.0
3,0,0,0,0,8.05,0.0,5,0.5,1,8,19.0
1,0,0,0,0,26.0,0.0,113056,0.5,1,0,42.61293278355775
3,0,1,0,0,8.6625,0.0,349239,0.5,1,8,33.0
3,0,0,0,0,9.5,0.0,345774,0.5,1,8,30.0
3,0,0,0,0,7.8958,0.0,349206,0.5,1,8,22.0
2,0,0,0,0,13.0,0.0,237798,0.5,1,8,42.0
3,1,2,0,0,7.75,1.0,370373,0.5,1,8,22.0
1,1,0,0,0,78.85,1.0,19877,1.0,1,8,26.0
1,1,1,1,0,91.0792,2.0,11967,0.0,2,1,19.0
2,0,1,0,0,12.875,0.0,2163,0.5,1,3,36.0
3,1,0,0,0,8.85,1.0,349236,0.5,1,8,24.0
3,0,0,0,0,7.8958,0.0,349233,0.5,1,8,24.0
1,0,1,0,0,27.7208,0.0,17612,0.5,1,8,40.73008974211308
